comment_id,stakeholder_name,draft_id,draft_section,comment
C0100,Darsh Kaul,Draft_1,Section 6,"  The  draft document covers key areas adequately In addition, shall be deemed, The timelines mentioned in Section 6 seem reasonable, but further clarity is needed. However, notwithstanding the foregoing, The draft document covers key areas adequately. In addition, notwithstanding the foregoing, The timelines mentioned in Section 6 seem reasonable, but further clarity is needed. Although Overall the draft is balanced, though some minor improvements can be made."
C0101,Eta Kulkarni,Draft_2,Section 6,"No significant issues found, but detailed implementation will matter. Although No significant issues found, but detailed implementation will matter. Despite The draft document covers key areas adequately. Despite The timelines mentioned in Section 6 seem reasonable, but further clarity is needed. (Rule 10 of Companies Act 2025) However, Overall the draft is balanced, though some minor improvements can be made."
C0102,Keya Murty,Draft_3,Section 5,"The draft document covers key areas adequately. In addition, Certain sections require cross-referencing for completeness. Whereas Overall the draft is balanced, though some minor improvements can be made. Furthermore, No significant issues found, but detailed implementation will matter. Although Certain sections require cross-referencing for completeness."
C0103,Ayaan Kunda,Draft_3,Section 2,"This provision aligns with global best practices and benefits stakeholders. Consequently, Some clauses are overly technical and difficult to implement."
C0104,Hredhaan Borra,Draft_1,Section 1,"1. The draft repeats older provisions without adding clarity. (Section 8, Regulation 16) 2. The draft repeats older provisions without adding clarity. 3. The penalties in Section 1 are too harsh and may discourage compliance. (MCA Guidelines 2023) 4. Certain sections require cross-referencing for completeness. 5. The amendment in Section 1 is a welcome step and will ease compliance."
C0105,Amol Raval,Draft_1,Section 5,"The draft repeats older provisions without adding clarity. Consequently, This provision aligns with global best practices and benefits stakeholders. Despite as mandated under, Some clauses are overly technical and difficult to implement. Although Some clauses are overly technical and difficult to implement. However, The inclusion of MSMEs in Section 5 is highly appreciated. (Section 7, Regulation 11)"
C0106,Falak Sha,Draft_5,Section 7,"The proposed timelines seem practical and considerate Consequently, The amendment in Section 7 is a welcome step and will ease compliance. (Rule 8 of Companies Act 2025) Whereas The amendment in Section 7 is a welcome step and will ease compliance. Whereas The penalties in Section 7 are too harsh and may discourage compliance."
C0107,Mitali Hans,Draft_1,Section 7,"The draft repeats older provisions without adding clarity. Consequently, The draft repeats older provisions without adding clarity."
C0108,Dayamai Sinha,Draft_2,Section 7,"Overall the draft is balanced, though some minor improvements can be made. Despite No significant issues found, but detailed implementation will matter. (Section 9, Regulation 19)"
C0109,Eshana Wali,Draft_6,Section 6,"  The  definition provided in Section 6 is ambiguous and creates confusion. Despite Some clauses are overly technical and difficult to implement. Consequently, The penalties in Section 6 are too harsh and may discourage compliance. (MCA Guidelines 2018) Whereas The draft repeats older provisions without adding clarity."
C0110,Charita Swaminathan,Draft_3,Section 8,"  The  draft document covers key areas adequately However, The timelines
 mentioned in Section 8 seem reasonable, but further clarity is needed. (MCA Guidelines 2024)"
C0111,Lavanya Gade,Draft_1,Section 4,"Certain sections require cross-referencing for completeness. Furt
hermore, The timelines mentioned in Section 4 seem reasonable, but further clarity is needed. (Rule 7 of Companies Act 2022)"
C0112,Girindra Kant,Draft_1,Section 9,- The inclusion of MSMEs in Section 9 is highly appreciated. - The inclusion of MSMEs in Section 9 is highly appreciated.
C0113,Hemang Natarajan,Draft_2,Section 5,This provision aligns with global best practices and benefits stakeholders. Although The draft shows a progressive approach towards transparency. (Rule 2 of Companies Act 2024)
C0114,Nitesh Venkatesh,Draft_1,Section 9,"  This  provision aligns with global best practices and benefits stakeholders. Whereas The amendment in Section 9 is a welcome step and will ease compliance. (Rule 3 of Companies Act 2021) Consequently, The proposed timelines seem practical and considerate. (Rule 3 of Companies Act 2023) Furthermore, The proposed timelines seem practical and considerate."
C0115,Tanvi Wable,Draft_6,Section 7,The draft repeats older provisions without adding clarity. Despite The amendment in Section 7 is a welcome step and will ease compliance.
C0116,Bahadurjit Tak,Draft_4,Section 3,"The draft document covers key areas adequately. However, The draft document covers key areas adequately. However, The draft document covers key areas adequately. Furthermore, No significant issues found, but detailed implementation will matter. Furthermore, Overall the draft is balanced, though some minor improvements can be made."
C0117,Champak Chhabra,Draft_5,Section 7,"  The  proposed timelines seem practical and considerate. Despit
e in accordance with the regulations, The draft repeats older provisions without adding clarity."
C0118,Bishakha Iyer,Draft_3,Section 8,"No significant issues found, but detailed implementation will matter. Despite The timelines mentioned in Section 8 seem reasonable, but further clarity is needed. (Rule 8 of Companies Act 2025) Although The draft document covers key areas adequately. (Section 7, Regulation 9) However, The draft document covers key areas adequately. However, The timelines mentioned in Section 8 seem reasonable, but further clarity is needed."
C0119,Robert Mittal,Draft_3,Section 7,"The inclusion of MSMEs in Section 7 is highly appreciated. Despite The draft repeats older provisions without adding clarity. Despite hereinafter referred to as, The proposed timelines seem practical and considerate. Consequently, shall be deemed, The proposed timelines seem practical and considerate. Furthermore, This provision aligns with global best practices and benefits stakeholders. However, The definition provided in Section 7 is ambiguous and creates confusion. Furthermore, The amendment in Section 7 is a welcome step and will ease compliance. Consequently, The penalties in Section 7 are too harsh and may discourage compliance. (Rule 10 of Companies Act 2019) However, This provision aligns with global best practices and benefits stakeholders. (MCA Guidelines 2019) Furthermore, The draft repeats older provisions without adding clarity. Despite The penalties in Section 7 are too harsh and may discourage compliance. (MCA Guidelines 2020) However, The definition provided in Section 7 is ambiguous and creates confusion. Whereas The amendment in Section 7 is a welcome step and will ease compliance. Consequently, shall be deemed, The proposed timelines seem practical and considerate."
